Id Personne;Nom;Prenom;N° INE;Diplôme;Cursus;Régime Inscrip.;Francophone;Filieres
300054;3e19530405fb85b4;830ad8282feb1f5b;5833701071fbc451;ING;36 mois;Etudiant;OUI;IMA$$SPAI
300055;d7a7da82b31571c2;e99a2e0b6997ebf6;740d07b0a0c9367d;ING;36 mois;Etudiant;OUI;ACCQ$$SPAI
300056;48217dbe234c21d4;798acaae87264343;5eead3b6e9e83259;ING;36 mois;Etudiant;OUI;SE$$GIN
300057;16a427bc19850ce7;3e34301746cb2820;26e42a31e15dcf0c;ING;36 mois;Etudiant;OUI;RIO$$DSAI
300058;6588e4179fdf128c;4d670cbffbac850a;7081fb75377817cb;ING;36 mois;Etudiant;OUI;DSAI$$SLR
300059;ab0b46f95f121770;f0a64a5a10443b2b;c3a9a45dfa5b75c9;ING;36 mois;Etudiant;OUI;SLR$$IMA
300060;50c15a73f4a27ba5;2ae08672b8301ced;5dfcbc3f75e2190a;ING;36 mois;Etudiant;OUI;DSAI$$IMA
300061;a5c522af0d5d513a;66d899731cf41b0d;29f6306592f39cff;ING;36 mois;Etudiant;OUI;IMA$$IGR
300062;c5bcb5e18ee87814;32bd71cdf7f92c14;3e556641d2d648a2;ING;36 mois;Etudiant;OUI;SPAI$$IMA
300063;a8e0d3d443339bd8;cff158c4c1ca71f8;b0a998f3749ea8d2;ING;36 mois;Etudiant;OUI;IGR$$ACCQ
300064;dfb1529c40566171;e1b68bec307bfe5f;bb58290c1567768d;ING;36 mois;Etudiant;OUI;SLR$$TELECOM
300065;0f4507898dcbe86e;9c30b993f2a8a889;6471ca40f98dcc16;ING;36 mois;Etudiant;OUI;SE$$RIO
300066;fb95593f485a27b7;9dab89e3f12f63c9;d1446ade4a52fa5a;ING;36 mois;Etudiant;OUI;MITRO$$DSAI
300067;8655f24ddcdfc016;b0a60077b943c952;199ead4afb65c077;ING;36 mois;Etudiant;OUI;ACCQ$$CYBER
300068;053b1c8113013dec;38f4609d384d3393;3f6686bd951f6fa7;ING;36 mois;Etudiant;OUI;DSAI$$MACS
300069;3f422387e98e1351;9bad331045abe82b;a53cce8cfd534153;ING;36 mois;Etudiant;OUI;CYBER$$DSAI
300070;e5cb04ff3de128a0;7a3d7fbc4105ff52;fa7a817cc72eee2f;ING;36 mois;Etudiant;OUI;MODS$$ACCQ
300071;f03cd10296eab17e;afbe3370ab9b315f;4d38663c6e6a3d13;ING;36 mois;Etudiant;OUI;MODS$$MACS
300072;4f01df5543cacd78;ca9e44d9a6669b45;a3bfd9d030c41168;ING;36 mois;Etudiant;OUI;RIO$$MODS
300073;9841961be37c791c;cda1086e7b669e52;553c1d884580ae41;ING;36 mois;Etudiant;OUI;DSAI$$SLR
300074;19fb2a7525dc2b76;aab96f03be771ac3;c890bef196a23502;ING;36 mois;Etudiant;OUI;MACS$$MITRO
300075;6d36d240ea122158;278dcecda0c30212;b39929ecc0f574c9;ING;36 mois;Etudiant;OUI;TELECOM$$ACCQ
300076;b04310c296b6d455;786351e292836fab;473926afea94bad5;ING;36 mois;Etudiant;OUI;SPAI$$MACS
300077;7d8b4afeeb9f3528;4682200c618f4bc7;94e2cb0754e554fb;ING;36 mois;Etudiant;OUI;CYBER$$IMA
300078;728b716bcfe11a38;85ccb28c7cbbff04;e57286455b37da3f;ING;36 mois;Etudiant;OUI;GIN$$DSAI
300079;5d071454141585c0;926eff57d4585ae2;7cc4306d435f132f;ING;36 mois;Etudiant;OUI;DSAI$$SE
300080;0ddb1d7fcb3d48f7;29d860030c6adb34;d88db8c6df5bf89b;ING;36 mois;Etudiant;OUI;DSAI$$SPAI
300081;437e536ca15c024f;d2287b21cc915fe0;6961751b70528cbc;ING;36 mois;Etudiant;OUI;RIO$$MODS
300082;0229bb876ec085d3;29a388ecf7aee0f3;82c77adb08792ca2;ING;36 mois;Etudiant;OUI;MODS$$TELECOM
300083;ab6856f67786767b;4332f01fbaf8f58c;741df1bc5e3ea006;ING;36 mois;Etudiant;OUI;ACCQ$$SLR
300084;b85878fab5fd6dbb;c8e547387dc644f0;5df4af981c35168f;ING;36 mois;Etudiant;OUI;MITRO$$IGR
300085;a8bb8b0d3b659baf;e2c9e45adc225a7a;a98c8ebed5504782;ING;36 mois;Etudiant;OUI;RIO$$IGR
300086;32f10c23842c9779;e44501bafe8e45ed;9bf72e9bd849004b;ING;36 mois;Etudiant;OUI;TELECOM$$MODS
300087;ff90d970b6ddc75c;c782d7898d625493;ee8f6a041053984e;ING;36 mois;Etudiant;OUI;IMA$$SE
300088;40f6ad9fbe1a2418;c2f568c037ce716e;36fc9a5138f96b16;ING;36 mois;Etudiant;OUI;DSAI$$IMA
300089;da0583c701f4b275;f2a11b434f7abe60;cb481fe9f65bae85;ING;36 mois;Etudiant;OUI;SPAI$$IMA
300090;98be0c50b7a2c6f4;9ada332145163f63;1cf81b7206f2e1bd;ING;36 mois;Etudiant;OUI;GIN$$SLR
300091;12926337c6675d3b;ed355ca5ebaabdda;76c8beec01904909;ING;36 mois;Etudiant;OUI;GIN$$ACCQ
300092;a08431eb448b7789;2c62af5f391c21ab;dd370c191a4a741c;ING;36 mois;Etudiant;OUI;SPAI$$TELECOM
300093;27d9c44a2f1c82cd;44f6fc67728da23d;dbb6ab095be4e176;ING;36 mois;Etudiant;OUI;SPAI$$DSAI
300094;2317490a39ef0a66;68f40c18519681e0;2c8b309c7c3af256;ING;36 mois;Etudiant;OUI;DSAI$$SLR
300095;0179afc50bbb9781;8c0874ac42c7d74d;9ae4646494d45a23;ING;36 mois;Etudiant;OUI;SE$$MODS
300096;40add9e846345087;770b2f4fb5cff456;71d08d76625efae7;ING;36 mois;Etudiant;OUI;SLR$$RIO
300097;cac13ee17c1c169e;c99e5d914ee2354c;dae05e6e28a5323e;ING;36 mois;Etudiant;OUI;MODS$$RIO
300098;c5cc15a45451d99e;95346080eff0f76f;ede207861541b141;ING;36 mois;Etudiant;OUI;ACCQ$$IGR
300099;9a213d5595eb129a;bc2d29f438ad6613;2f9da8b4fff57960;ING;36 mois;Etudiant;OUI;DSAI$$RIO
300100;36dd1ab60698299a;03aac056aaff14f4;eaed19a06ab2480a;ING;36 mois;Etudiant;OUI;MACS$$SE
300101;5c539a18d2f7be96;953b162e0f46af9a;43461ec30912ae13;ING;36 mois;Etudiant;OUI;SPAI$$ACCQ
300102;9096a6698ae38458;3036ba8497529ae1;40f13c12dc5eb9a6;ING;36 mois;Etudiant;OUI;SE$$DSAI
300103;e42e3e9ef7748bc5;aaef02f3bfe59b43;c3a29ecd775fc2a6;ING;36 mois;Etudiant;OUI;SE$$SPAI
300104;da752f3ea3e59c23;caf1264044e9ce66;a99db20c491b10b3;ING;36 mois;Etudiant;OUI;RIO$$ACCQ
300105;cacccd65f46cbd49;440204fd424ded5e;decb75d0f78db11f;ING;36 mois;Etudiant;OUI;IMA$$DSAI
300106;f248e227f291a0fe;fadb9951981f5190;9f2428848880354e;ING;36 mois;Etudiant;OUI;DSAI$$IGR
300107;7f51a244fdc7e56b;18315ecf9f7ccf84;d09eca13bd8a8838;ING;36 mois;Etudiant;OUI;MITRO$$SLR
300108;76a5a0020d33eb79;86102163324c5358;9e2e8da85281cca1;ING;36 mois;Etudiant;OUI;DSAI$$MODS
300109;5e2f6c5f34d63e83;1228e0f401c84ac0;ffdc270cf3ba9c12;ING;36 mois;Etudiant;OUI;IMA$$RIO
300110;a2e9651c69c3bf2e;641607fc29fe01a1;a1c36e47214f0f17;ING;36 mois;Etudiant;OUI;MITRO$$RIO
300111;5193e5233f726dac;a34a615a2384d5b5;e7143c50f200529d;ING;36 mois;Etudiant;OUI;DSAI$$MACS
300112;f4648ed7515f29bd;07633b7e681634ff;5511b96d8ae13155;ING;36 mois;Etudiant;OUI;DSAI$$RIO
300113;327ead6a73a737d6;c72ff1d46e5cb4e6;b86a411843eed5a7;ING;36 mois;Etudiant;OUI;RIO$$SE
300114;572df6fe80d77ad7;40d11f1dcf3ef720;d64b9720f95e0ee4;ING;36 mois;Etudiant;OUI;SPAI$$ACCQ
300115;be02ca19d862a1b1;3cbe1bb5264a73f6;7ab8d812bbef3f9e;ING;36 mois;Etudiant;OUI;RIO$$MODS
300116;26e22c59235834f4;609d4fbde096207a;daafee949587fb91;ING;36 mois;Etudiant;OUI;ACCQ$$RIO
300117;5595545731a4e8b5;61ab4be5930cf4ea;40a9f94ea3f14390;ING;36 mois;Etudiant;OUI;MACS$$IMA
300118;eb2a1678602e2c6f;a1bc4dbcb09bb9e2;6ede95dd42469fa2;ING;36 mois;Etudiant;OUI;MODS$$RIO
300119;c20d8d5e465c9f19;9fe700489f39d5f7;038f2bfd8f3b0851;ING;36 mois;Etudiant;OUI;SPAI$$ACCQ
300120;4b518bdb19926535;aa98b3b4049bfda5;364763de2340fb9b;ING;36 mois;Etudiant;OUI;MACS$$MODS
300121;a5903744794642d3;20fd16311f381290;33665b0248bb5723;ING;36 mois;Etudiant;OUI;MACS$$MODS
300122;6695036fb5e35bcd;67d3a3e34fb912af;3c9e9e7d9d62fb50;ING;36 mois;Etudiant;OUI;RIO$$DSAI
300123;3ce234cc352b6a6c;37df88cbfcf84e33;8ff740312f05ca49;ING;36 mois;Etudiant;OUI;SPAI$$SE
300124;2fe69ff8a01d3cea;cee11595fd49cf3f;ff51c8fcb9a1014b;ING;36 mois;Etudiant;OUI;ACCQ$$IGR
300125;0ac3dbbdb1777922;93a50a1edd80f0ac;ca3f36afa59bd6f2;ING;36 mois;Etudiant;OUI;MITRO$$DSAI
300126;9819c723a82fd6b2;99da6dc8e505f6e8;d16be4749dda26d8;ING;36 mois;Etudiant;OUI;RIO$$SE
300127;87c7346079efdd16;58408851f012a92d;b2c47338f273aac7;ING;36 mois;Etudiant;OUI;RIO$$ACCQ
300128;3568ed81fb3adf78;4bfb901178c9b37e;c0c8927965ead182;ING;36 mois;Etudiant;OUI;SPAI$$TELECOM
300129;fdad3582bdae015e;40c69a23574daef4;85a962db5cc70072;ING;36 mois;Etudiant;OUI;RIO$$SPAI
300130;51cd842b530def37;6689fc4d6696d5d4;0987e7be20f4ac6c;ING;36 mois;Etudiant;OUI;SPAI$$TELECOM
300131;11a7fb108c9cb415;85fae42ad483a14f;8bd988ad5af4e164;ING;36 mois;Etudiant;OUI;IMA$$IGR
300132;f85ed3f1ebfef343;b269558605d27f3a;093cb3a402efe80a;ING;36 mois;Etudiant;OUI;GIN$$SLR
300133;ea4619a12c2c857c;2065cc9439fd94b3;b6fecf8d2db5dd21;ING;36 mois;Etudiant;OUI;SPAI$$DSAI
300134;74f29ed2f94497d9;1213dd3e8b8203e5;5c12d9aee8a56528;ING;36 mois;Etudiant;OUI;SE$$SPAI
300135;00c305fecf9bc924;40630606f47d629e;4fd0354eff0e769c;ING;36 mois;Etudiant;OUI;RIO$$IGR
300136;ddf91fcff710da28;df3fbed0596fbe77;ae49cdbf5692f456;ING;36 mois;Etudiant;OUI;GIN$$CYBER
300137;df97610b8b5512ad;3737f8ab18431ee3;3313536b59ef34ba;ING;36 mois;Etudiant;OUI;SLR$$SE
300138;6ed07fa9528bdb74;d74dddeb0e4022aa;c5d1c1419dc9ab08;ING;36 mois;Etudiant;OUI;RIO$$MACS
300139;4ce6ebc6921ac496;29a500879d31b8b3;13e90ea77b994c73;ING;36 mois;Etudiant;OUI;SPAI$$ACCQ
300140;be34dd221d4f6e2b;cc8fdefd544fe436;ef15b3d33b9143b9;ING;36 mois;Etudiant;OUI;MITRO$$ACCQ
300141;f044d19965f03b21;df9eacf44eee4a2d;c7ca1e8250932616;ING;36 mois;Etudiant;OUI;SPAI$$IMA
300142;0350867e2ac1f0ad;5d0ac82335945824;9d51a5019c3a4da8;ING;36 mois;Etudiant;OUI;DSAI$$SE
300143;31677fc381aed2f0;d7083749de264b57;de10e9501f88cb69;ING;36 mois;Etudiant;OUI;MITRO$$RIO
300144;292c348d6aa8e87a;a6ea040f005dfc22;0e3bcbc503eb6e07;ING;36 mois;Etudiant;OUI;GIN$$DSAI
300145;977fb18f606c38f5;652424878608e0d1;add83efb1718dea0;ING;36 mois;Etudiant;OUI;SLR$$RIO
300146;07d2765a9230fd0a;873f7a1a72e3e321;1ca241e19d23119c;ING;36 mois;Etudiant;OUI;MODS$$MITRO
300147;d70eced3a0ea6330;2648bdfe5741149d;b944f9a9b04171db;ING;36 mois;Etudiant;OUI;MODS$$ACCQ
300148;a6feaa9da53e1f70;77e67fac6c50b02b;0349e6b106695785;ING;36 mois;Etudiant;OUI;SPAI$$RIO
300149;56058304c3a69e7b;b5d234466cbad716;94a7184f62f25cbf;ING;36 mois;Etudiant;OUI;MITRO$$ACCQ
300150;bfff8c1676e7c69d;c5b82429eb71eade;eddbfa8c05e782b2;ING;36 mois;Etudiant;OUI;SE$$SLR
300151;287332b16a6a8986;48099bcc0f4c776f;7eea2a6dd6ee0b44;ING;36 mois;Etudiant;OUI;IMA$$SE
300152;fba7ddc9a0144acc;6c2c6f3ae925351f;0562c96792e1b05a;ING;36 mois;Etudiant;OUI;IMA$$DSAI
300153;534df2c6469df596;e8604e2c7afee129;eb9c5d75dec53c17;ING;36 mois;Etudiant;OUI;RIO$$MODS
300154;926fd3b23ade5861;e02ecac6c10834ae;fe227e4f85503593;ING;36 mois;Etudiant;OUI;SPAI$$SLR
300155;2084eb5616e13c9e;101c67b7620d00a6;273551d3aa66cd37;ING;36 mois;Etudiant;OUI;SE$$MODS
300156;50ca0c6e728b126d;9f3583ac4a5af2a0;ec7070397d7214bf;ING;36 mois;Etudiant;OUI;TELECOM$$MITRO
300157;617ea48a1d907aa7;6177ca5e02f26146;425672de9567d579;ING;36 mois;Etudiant;OUI;IMA$$MACS
300158;68f2bcc5fedd4f0c;d29458ce9e9cf2a4;f64600bfcdcbcf92;ING;36 mois;Etudiant;OUI;IMA$$MODS
300159;3c56d8bfb1cd77f1;b048e4875032cc26;d5d89c9d23b486c9;ING;36 mois;Etudiant;OUI;MODS$$GIN
300160;f032dd9d55b546f5;3e6561568de35292;c382a07ff3018013;ING;36 mois;Etudiant;OUI;CYBER$$SLR
300161;c8ffadabaa7bcc1b;a30ec40387befd60;a0b1ae7fc2bdf3c9;ING;36 mois;Etudiant;OUI;TELECOM$$RIO
300162;14f29e5e3f776523;d05ac878f34f2a72;accd77839232a63b;ING;36 mois;Etudiant;OUI;ACCQ$$DSAI
300163;c0916cdab473c0ea;497fe4941a938f6f;9c1a46715fc950ca;ING;36 mois;Etudiant;OUI;MACS$$MITRO
300164;bcc2996c34a19e54;ef946660b34cd513;bf513ad4c7137cf9;ING;36 mois;Etudiant;OUI;MODS$$SE
300165;c2ec8eb03323f70f;835cfd943a25c0cf;2363550ea3146528;ING;36 mois;Etudiant;OUI;DSAI$$SPAI
300166;39b5d07919e4fab6;3171649646b84d28;8c5ce28d46286b5d;ING;36 mois;Etudiant;OUI;RIO$$CYBER
300167;dc072833d2a2ba84;7803c7c3359f3b98;315ac5bcf480444c;ING;36 mois;Etudiant;OUI;RIO$$MITRO
300168;b7de5ebe98d7929d;a222725129f0d4ff;3c060db71e5752b4;ING;36 mois;Etudiant;OUI;ACCQ$$IMA
300169;dfc5b3a7399f9860;c691ef1b0ea9b30b;5cb03df624d3f048;ING;36 mois;Etudiant;OUI;SE$$SPAI
300170;9bd583ee54bd0b63;6914cda156f83dff;4acc433044b071ad;ING;36 mois;Etudiant;OUI;TELECOM$$MODS
300171;df99f2d74578387d;6f3564734c1864d0;621cd977adf1d193;ING;36 mois;Etudiant;OUI;SPAI$$DSAI
300172;a15101a69f83d58f;ba93304abbb786c2;343166e32a9f6414;ING;36 mois;Etudiant;OUI;MITRO$$MODS
300173;8bbe3d2fd0584911;6cf25eccc8650560;e897983571791484;ING;36 mois;Etudiant;OUI;SLR$$ACCQ
300174;7630bba284d9a10b;785803c86e7a86c4;e7db4f2f5e556f59;ING;36 mois;Etudiant;OUI;IMA$$RIO
300175;5c6242d7ec3403cc;030147284003a264;fe59af4718301393;ING;36 mois;Etudiant;OUI;CYBER$$SLR
300176;40707dc4b97c3f53;739b2a3b2145da5d;499b38fb82044a4c;ING;36 mois;Etudiant;OUI;SE$$RIO
300177;f23d842a45cbafdf;da47cdff7c2d727b;060bf431bb49e4d7;ING;36 mois;Etudiant;OUI;MODS$$RIO
300178;4c0db132f504b427;20d45f49fdae0934;11550cde897d582c;ING;36 mois;Etudiant;OUI;DSAI$$MACS
300179;6c17c52efacc51bd;68332ba079532609;6617821f11a290b9;ING;36 mois;Etudiant;OUI;SPAI$$MACS
300180;acb43ad340cf1954;e227645ae4a9bd1c;7624f30492f3ea59;ING;36 mois;Etudiant;OUI;SPAI$$SE
300181;bb225e8f8e43f1b9;cd4ebab2de811704;39c5c27ce2beee32;ING;36 mois;Etudiant;OUI;SLR$$IMA
300182;cd6ca2aaf6f38e14;f46a1c1bdf6160d8;852428c29ed68512;ING;36 mois;Etudiant;OUI;SLR$$IGR
300183;956bdff5dbc0624a;a04e4fa3d80e4e31;66d5c6b660bb0993;ING;36 mois;Etudiant;OUI;SPAI$$MODS
300184;eddbbda35edb55dc;9d932320d3f3e19d;67ec36f3bedc0b79;ING;36 mois;Etudiant;OUI;DSAI$$ACCQ
300185;9d70d1004baa5d7c;6c1d4c5ca5d7343c;85a6220d0402c04e;ING;36 mois;Etudiant;OUI;IMA$$DSAI
300186;577967c81824033e;33498522fb6c3f0d;2f26dcae5590513a;ING;36 mois;Etudiant;OUI;ACCQ$$RIO
300187;058360046b360a47;2488f62b9efdc685;68c3956fded8a3cd;ING;36 mois;Etudiant;OUI;SPAI$$SE
300188;2e518d9bc035ad5b;726bb4a30a0a6ea7;2c966382ddaa661f;ING;36 mois;Etudiant;OUI;TELECOM$$MITRO
300189;d33e5ac70900e94c;11a02f3d98abc2af;1c9ef3b3071043ad;ING;36 mois;Etudiant;OUI;SE$$SPAI
300190;b018131928ac854e;34a4de37ff8af728;92b7622f1606ec6f;ING;36 mois;Etudiant;OUI;TELECOM$$IGR
300191;a9e4347bce6c628d;5934e3370e580feb;832bd64cda1e8b31;ING;36 mois;Etudiant;OUI;IGR$$TELECOM
300192;d696c58fd3173731;1872387ccc378f65;6b99035f975a255a;ING;36 mois;Etudiant;OUI;ACCQ$$DSAI
300193;0fda058250bf0f7f;3109754339aefb8f;8be0b9af3804d74b;ING;36 mois;Etudiant;OUI;SPAI$$MACS
300194;db626c38e58bacd8;961a3deb930f4e49;59f9290e16931f90;ING;36 mois;Etudiant;OUI;SE$$IMA
300195;0184b942846d2971;fb7cdc38995da468;4d69929e5cd34eab;ING;36 mois;Etudiant;OUI;MODS$$DSAI
300196;dde00d2497b491c4;c0ee12183a39fa13;164f474990f63204;ING;36 mois;Etudiant;OUI;SE$$MODS
300197;3763f0ec139cf578;e3d4054756ff993f;b8cc3edd409e3c09;ING;36 mois;Etudiant;OUI;ACCQ$$MACS
300198;e1b4ee805b6bc254;bae489c2fcf584ab;c2105733ffa7735c;ING;36 mois;Etudiant;OUI;CYBER$$ACCQ
300199;218312eb05a3ec46;68fe9765d6203614;0bd2a5f66fbb42ed;ING;36 mois;Etudiant;OUI;DSAI$$MODS
300200;24933f71a0798cb2;59279c13f801ad86;a146a17f21b2d2f4;ING;36 mois;Etudiant;OUI;ACCQ$$RIO
300201;1f7bdf970106c0f1;cc4dd43e3bb6ad17;7207d1071214e591;ING;36 mois;Etudiant;OUI;IMA$$GIN
300202;794cf32286fb7e9b;978a31bdf8264796;3b417ee30f188c92;ING;36 mois;Etudiant;OUI;MITRO$$ACCQ
300203;cf0cce176c5d191b;0a860add13c9ed85;ce74088279ac18b8;ING;36 mois;Etudiant;OUI;GIN$$RIO
300204;039a85ee0e0e1bf6;d128a2e5888f4754;17315ea171880b17;ING;36 mois;Etudiant;OUI;DSAI$$RIO
300205;e3276abd2d940aba;dbf905b194036ab6;c14c227d31fea869;ING;36 mois;Etudiant;OUI;MITRO$$IGR
300206;b7ea37edb2b2bf7e;d747d489aa32dd4f;65e053d8f341d052;ING;36 mois;Etudiant;OUI;SPAI$$MITRO
300207;cdb4c793aa312bed;ed9f45240becae58;379fa1d9aca5416d;ING;36 mois;Etudiant;OUI;MACS$$RIO
300208;a3b95398fe759837;843650160f0b69de;4e933edf82483b27;ING;36 mois;Etudiant;OUI;SE$$ACCQ
300209;a8e2a1d3a61074c7;68f4f5f946260d2f;651d8c7bf5979ffc;ING;36 mois;Etudiant;OUI;DSAI$$MITRO
300210;9dea7d35ea3bc4ff;d70986d1a8adcedc;818f7a19ed7563a4;ING;36 mois;Etudiant;OUI;IMA$$TELECOM
300211;0c2ab216b65c795b;ad670103cf159907;7183cc48222d0043;ING;36 mois;Etudiant;OUI;ACCQ$$CYBER
300212;69ad098e638fc9d2;7d8f97c0fcb3e70c;7ebf39a42356f724;ING;36 mois;Etudiant;OUI;DSAI$$RIO
300213;71f8d9a41ad086ff;a7aef23d2c405356;e31df5f4dc093d98;ING;36 mois;Etudiant;OUI;MODS$$RIO
