PersID;IDDossierEtudiant;Nom;Prénom;CampagneIntitulé;IDCampagne;IDDemande;IDOccur Choix 1;IDOccur Choix 2;IDOccur Choix 3;IDOccur Choix 4;IDOccur Choix 5;IDOccur Choix 6;IDOccur Choix 7;IDOccur Choix 8;IDOccur Choix 9;IDOccur Choix 10;IDOccur Choix 11;IDOccur Choix 12;IDOccur Choix 13;IDOccur Choix 14
300007;300007;828bca0385813dba;d3c681d06bd2aa39;Campagne synthétique;544;54403;35440;36088;35352;33796;;;;;;;;;;
300007;300007;828bca0385813dba;d3c681d06bd2aa39;Campagne synthétique;544;54404;35955;35809;37032;35956;34316;35773;35771;;;;;;;
300007;300007;828bca0385813dba;d3c681d06bd2aa39;Campagne synthétique;544;54405;36858;36806;33425;33471;36816;35970;34689;35611;;;;;;
300007;300007;828bca0385813dba;d3c681d06bd2aa39;Campagne synthétique;544;54406;;;;;;;;;;;;;;
300007;300007;828bca0385813dba;d3c681d06bd2aa39;Campagne synthétique;544;54407;35598;36779;36789;35597;36780;;;;;;;;;
300007;300007;828bca0385813dba;d3c681d06bd2aa39;Campagne synthétique;544;54408;36774;;;;;;;;;;;;;
300007;300007;828bca0385813dba;d3c681d06bd2aa39;Campagne synthétique;544;54409;36790;36791;;;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54401;36086;35308;;;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54402;36813;36038;;;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54403;35352;;;;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54404;34316;35954;35955;35771;35776;35956;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54405;36825;;;;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54406;36810;36809;36807;36811;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54407;;;;;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54408;36774;35869;;;;;;;;;;;;
300008;300008;aeee6f529a279764;017f2ed6cfc7403d;Campagne synthétique;544;54409;36792;36794;36791;;;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54401;35441;35308;36086;;;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54402;36813;36814;36815;;;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54403;;;;;;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54404;35956;34316;35810;35773;35954;35955;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54405;36806;;;;;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54406;;;;;;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54407;36785;36789;35598;35600;36780;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54408;36774;36775;35869;;;;;;;;;;;
300009;300009;78f78e2978aa2447;c462ddaed16dc0cf;Campagne synthétique;544;54409;36792;36794;36791;;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54401;35441;35308;36086;;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54402;36813;36814;36815;36038;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54403;35440;;;;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54404;37032;35776;35956;35076;35954;34316;35773;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54405;34689;35874;35968;;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54406;36810;36807;;;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54407;35597;36789;;;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54408;36775;35869;;;;;;;;;;;;
300010;300010;40c02d4e518ca6ea;ac8d82f01b721076;Campagne synthétique;544;54409;36794;36791;;;;;;;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54401;36086;;;;;;;;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54402;36815;;;;;;;;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54403;33796;35400;36087;36105;36088;35307;35440;35352;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54404;37032;35810;34316;35076;35773;35956;35954;35955;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54405;35611;36827;36825;35968;;;;;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54406;36807;36810;36809;36811;;;;;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54407;36780;35597;35598;;;;;;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54408;36775;35869;;;;;;;;;;;;
300011;300011;cc6273931bdb2a0d;f3dbe4d58fed8a72;Campagne synthétique;544;54409;36794;;;;;;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54401;35441;36086;35308;;;;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54402;36815;36814;36038;36813;;;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54403;35440;36087;36088;35400;36105;35307;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54404;34316;35076;35809;35776;35771;;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54405;35428;36816;35412;35874;35611;33425;35435;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54406;36807;;;;;;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54407;36789;36779;;;;;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54408;36774;36775;;;;;;;;;;;;
300012;300012;0627df7ffe0297c7;9bfbdabe898736a3;Campagne synthétique;544;54409;36792;36791;36794;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54401;35441;35308;;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54402;36814;;;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54403;33796;36105;;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54404;35809;37032;35771;35954;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54405;35435;36816;;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54406;36809;36810;36807;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54407;35600;35597;;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54408;36775;36774;;;;;;;;;;;;
300013;300013;194f309ffea518f3;2cf21449273d7cee;Campagne synthétique;544;54409;36790;36792;;;;;;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54401;35308;36086;35441;;;;;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54402;36038;;;;;;;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54403;35445;35307;35440;36105;35352;33796;36088;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54404;34316;35956;;;;;;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54405;35412;36806;35428;35970;35611;35968;36858;35874;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54406;36811;36809;36810;36807;;;;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54407;35597;35600;36779;35598;36780;36785;36789;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54408;;;;;;;;;;;;;;
300014;300014;f91799e2786d3748;421599e3e9c8fe21;Campagne synthétique;544;54409;36794;36790;;;;;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54401;35441;36086;;;;;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54402;36038;36814;36815;;;;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54403;36088;35400;35445;36105;36087;35440;33796;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54404;34316;35954;35955;35956;;;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54405;36806;35968;35970;36825;35610;35412;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54406;36807;36810;;;;;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54407;36785;;;;;;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54408;35869;36775;36774;;;;;;;;;;;
300015;300015;fbdaa35adf9c1e2a;8a3c0ed16bfe1684;Campagne synthétique;544;54409;36792;36790;36794;;;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54401;35308;35441;;;;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54403;33796;36105;35440;35352;35307;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54404;35773;35809;35955;35076;35954;34316;35771;35776;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54405;36825;34780;34689;35435;35610;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54406;36809;;;;;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54407;35600;35597;35598;36785;36789;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54408;36775;35869;36774;;;;;;;;;;;
300016;300016;98dff7e4c6428da8;099f4efbacea67c7;Campagne synthétique;544;54409;36792;36794;36791;36790;;;;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54401;36086;;;;;;;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54402;36813;;;;;;;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54403;35307;35352;36105;36087;35440;;;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54404;34316;;;;;;;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54405;35874;33471;35610;35412;35970;36816;36806;36825;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54406;36810;36811;;;;;;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54407;35598;36779;35597;36789;35600;36780;36785;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54408;35869;;;;;;;;;;;;;
300017;300017;d42f8ac2acaf1279;72d33e5901a19bbd;Campagne synthétique;544;54409;36792;36791;36790;;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54401;36086;35441;;;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54402;36815;36038;36814;36813;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54403;33796;35307;36088;35445;35440;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54404;35776;;;;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54405;35428;;;;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54406;36810;36807;36809;36811;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54407;35600;36779;36789;36780;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54408;36774;;;;;;;;;;;;;
300018;300018;e952eb9d8e96cf37;cb990c801f97b768;Campagne synthétique;544;54409;36792;36794;36791;36790;;;;;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54401;35441;36086;;;;;;;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54402;36038;36814;36813;36815;;;;;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54403;;;;;;;;;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54404;35776;35076;35809;35954;35771;35955;35773;34316;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54405;34780;33425;35610;35970;34689;35412;35611;36827;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54406;36809;;;;;;;;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54407;36779;;;;;;;;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54408;35869;36774;36775;;;;;;;;;;;
300019;300019;58f9a3e247cb2c08;3eb8cb37f0a72e9d;Campagne synthétique;544;54409;36794;36791;36792;;;;;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54401;35308;35441;36086;;;;;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54402;36038;36813;;;;;;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54403;35445;35440;36087;33796;35352;36088;35400;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54404;35771;35076;35810;37032;35776;34316;35955;35954;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54405;35435;35610;35972;34780;36806;36825;;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54406;36811;36810;36809;;;;;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54407;36789;36785;35598;36779;35597;35600;;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54408;36774;35869;36775;;;;;;;;;;;
300020;300020;fd81b6ee7b3bb1c8;63e2601a7462667a;Campagne synthétique;544;54409;36790;36792;36794;36791;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54401;35308;;;;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54402;36814;36815;36813;;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54403;36105;36087;35352;35445;35400;33796;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54404;35776;35955;35954;35773;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54405;34780;36816;;;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54406;36807;36811;36809;;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54407;35600;36789;36779;;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54408;36774;35869;36775;;;;;;;;;;;
300021;300021;14d32feb3e719e01;fcd3fe22a4248ac9;Campagne synthétique;544;54409;36791;36794;36790;36792;;;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54401;35441;36086;;;;;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54402;36814;36815;36038;36813;;;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54403;35440;36087;35445;35352;35400;36088;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54404;35076;35773;35954;34316;35955;35771;35776;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54405;33425;35972;35611;36858;35874;;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54406;36811;;;;;;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54407;36789;35598;36780;;;;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54408;36775;;;;;;;;;;;;;
300022;300022;8b4f2222d3b41a3d;bd199b364f73bb38;Campagne synthétique;544;54409;36791;36792;36790;;;;;;;;;;;
300023;300023;26cdea5b9a214512;8edfed863bd39f91;Campagne synthétique;544;54401;35308;35441;36086;;;;;;;;;;;
300023;300023;26cdea5b9a214512;8edfed863bd39f91;Campagne synthétique;544;54402;;;;;;;;;;;;;;
300023;300023;26cdea5b9a214512;8edfed863bd39f91;Campagne synthétique;544;54403;35307;35440;35352;;;;;;;;;;;
300023;300023;26cdea5b9a214512;8edfed863bd39f91;Campagne synthétique;544;54404;35954;35771;35810;;;;;;;;;;;
300023;300023;26cdea5b9a214512;8edfed863bd39f91;Campagne synthétique;544;54405;36827;36858;35611;36806;34689;35412;;;;;;;;
